Make,Model,Trim,Year,Mileage(km),kW,Fuel type,Body type,Color,Transmission,Emission standard,Country,City,Price(EUR)
Land Rover,Evoque,2.0,2018,88791,179.0,Diesel,Suv,Black,Automatic,6,Austria,Kufstein,32900.0
Volkswagen,Passat,2.0,2015,88000,111.0,Diesel,Wagon,Black,Manual,6,Austria,Salzburg,20800.0
Audi,Tt,2.0 tfsi,2015,85000,171.0,Petrol,Convertible,White,Automatic,6,Austria,Lienz,29900.0
Audi,Tt,2.0 tdi ultra,2015,60000,137.0,Diesel,Coupe,Black,Manual,6,Austria,Braunau Am Inn,27499.0
Ford,Galaxy,2.0,2012,238000,104.0,Diesel,Mpv,White,Manual,5,Austria,Braunau Am Inn,9499.0
Mercedes Benz,E-Class,200,2016,74000,137.0,Petrol,Convertible,Silver,Automatic,6,Austria,Schwechat,28999.0
Škoda,Karoq,1.6 tdi,2020,72900,86.0,Diesel,Suv,Silver,Manual,6,Austria,Salzburg,23900.0
Mercedes Benz,A-Class,180,2019,66000,101.0,Petrol,Sedan,Gray,Automatic,6,Austria,Telfs,28984.0
Mercedes Benz,A-Class,200,2019,34000,121.0,Petrol,Sedan,Silver,Automatic,6,Austria,Salzburg,25999.0
Škoda,Octavia,1.5 tsi,2022,14705,111.0,Petrol,Wagon,Blue,Automatic,6,Austria,Wien,37920.0
Mazda,3,2.0,2015,143500,89.0,Petrol,Hatchback,White,Manual,6,Austria,Stockerau,10990.0
Mazda,3,2.0,2023,10,111.0,Petrol,Hatchback,Gray,Automatic,6,Austria,Perchtoldsdorf,33490.0
Mazda,2,1.5,2022,9800,67.0,Petrol,Mini,White,Automatic,6,Austria,Klagenfurt,18690.0
Audi,A6,3.0 tdi quattro,2015,137000,202.0,Diesel,Wagon,Black,Automatic,6,Austria,Traun,25999.0
Ford,Galaxy,2.0 ecoblue,2022,18172,140.0,Diesel,Mpv,Black,Automatic,6,Austria,Linz,53690.0
Ford,Transit Custom,2.0,2018,99900,97.0,Diesel,Van,Black,Manual,6,Austria,Spittal An Der Drau,23970.0
Volkswagen,Tiguan,1.5,2024,100,111.0,Diesel,Crossover,Black,Automatic,6,Austria,Bruck An Der Mur,49990.0
Volkswagen,Tiguan,2.0 tsi 4motion,2023,150,141.0,Petrol,Crossover,Silver,Automatic,6,Austria,Feldkirch,49990.0
Audi,A4,2.0,2008,215000,106.0,Diesel,Sedan,Gray,Manual,4,Austria,Braunau Am Inn,7999.0
Audi,A6,3.0 tdi quattro,2016,246907,162.0,Diesel,Wagon,White,Automatic,6,Austria,Wien,19440.0
Mazda,3,2.0,2015,197000,89.0,Petrol,Hatchback,White,Manual,6,Austria,Stockerau,9490.0
Mazda,3,2.0,2015,135069,89.0,Petrol,Hatchback,Black,Manual,6,Austria,Salzburg,9890.0
Volkswagen,Passat,2.0,2013,157000,104.0,Diesel,Wagon,Black,Manual,5,Austria,Braunau Am Inn,11999.0
Toyota,Rav4,2.2 d-4d,2011,142000,111.0,Diesel,Suv,Black,Automatic,5,Austria,Wien,13890.0
Cupra,Ateca,2.0 tsi,2023,201,223.0,Petrol,Suv,Black,Automatic,6,Austria,Wien,54920.0
Bmw,X1,20d,2012,165000,131.0,Diesel,Suv,Black,Manual,5,Austria,Ried Im Innkreis,13500.0
Byd,Atto 3,0.0 kwh,2023,7777,152.0,Electric,Crossover,White,Automatic,6,Austria,Innsbruck,40380.0
Peugeot,2008,1.2 puretech,2023,318,97.0,Petrol,Crossover,Gray,Automatic,6,Austria,Brunn Am Gebirge,28990.0
Audi,A6,4.2 fsi,2017,224000,141.0,Diesel,Wagon,Black,Automatic,6,Austria,Steyr,21999.0
Audi,A6,3.0 tdi,2017,138000,162.0,Diesel,Wagon,Gray,Automatic,6,Austria,Steyr,27499.0
Renault,Megane,1.2,2017,68849,75.0,Petrol,Sedan,White,Manual,6,Austria,Salzburg,11900.0
Mercedes Benz,Gla-Class,250e,2020,16300,192.0,Hybrid,Suv,Gray,Automatic,6,Austria,Linz,35490.0
Mercedes Benz,Vito,114 cdi,2019,150000,101.0,Diesel,Van,White,Manual,6,Austria,Steyr,20880.0
Alfa Romeo,Stelvio,2.0,2020,53500,208.0,Petrol,Crossover,White,Semi Automatic,6,Austria,Wiener Neustadt,39990.0
Mercedes Benz,Vito,116 cdi,2023,9960,121.0,Diesel,Van,Gray,Automatic,6,Austria,Schwaz,69990.0
Volkswagen,Passat,2.0,2015,220000,141.0,Diesel,Wagon,Gray,Automatic,6,Austria,Salzburg,16900.0
Porsche,Macan,2.0,2024,5000,197.0,Petrol,Suv,Gray,Automatic,6,Austria,Dornbirn,99900.0
Opel,Insignia,2.0,2019,75000,126.0,Diesel,Sedan,Black,Automatic,6,Austria,Salzburg,19500.0
Volkswagen,Caddy,2.0,2018,105500,55.0,Diesel,Pickup,White,Manual,6,Austria,Wien,13990.0
Volkswagen,Passat,2.0 tdi,2015,190400,111.0,Diesel,Wagon,Gray,Automatic,6,Austria,Lustenau,14450.0
Škoda,Fabia,1.6,2017,95300,64.0,Diesel,Sedan,White,Automatic,6,Austria,Graz,21590.0
Bmw,X1,18d,2014,180000,106.0,Diesel,Suv,Blue,Automatic,6,Austria,Salzburg,14900.0
Volvo,V90,2.0,2018,112000,175.0,Diesel,Wagon,Brown,Automatic,6,Austria,Lustenau,34990.0
Škoda,Superb,2.0,2012,126000,104.0,Diesel,Wagon,White,Manual,5,Austria,Braunau Am Inn,12499.0
Volkswagen,Passat,1.6 tdi,2016,169000,89.0,Diesel,Sedan,Brown,Automatic,6,Austria,Wien,14490.0
Volkswagen,Passat,2.0,2016,157000,111.0,Diesel,Wagon,Gray,Manual,6,Austria,Ried Im Innkreis,14250.0
Volkswagen,Passat,1.6,2016,155699,89.0,Diesel,Wagon,Silver,Manual,6,Austria,Salzburg,13990.0
Hyundai,Tucson,1.6 t-gdi,2020,70560,131.0,Diesel,Suv,Gray,Automatic,6,Austria,Telfs,28490.0
Ds Automobiles,Ds 7 Crossback,1.5 bluehdi,2019,82000,97.0,Diesel,Suv,Black,Automatic,6,Austria,Wels,26490.0
Volkswagen,Tiguan,2.0,2019,85593,111.0,Diesel,Crossover,White,Automatic,6,Austria,Wels,25590.0
Fiat,500c,0.9 twinair,2017,65000,78.0,Petrol,Convertible,Blue,Manual,6,Austria,Stockerau,12690.0
Audi,Q5,2.0 tdi quattro,2012,164000,126.0,Diesel,Suv,Gray,Automatic,5,Austria,Braunau Am Inn,17999.0
Alfa Romeo,Giulietta,1.4,2018,63183,111.0,Petrol,Sedan,Black,Manual,6,Austria,Villach,17990.0
Volkswagen,Passat,1.6 tdi,2017,128000,89.0,Diesel,Wagon,Black,Manual,6,Austria,Steyr,15850.0
Škoda,Octavia,2.0 rs tdi,2021,89990,149.0,Diesel,Wagon,Gray,Automatic,6,Austria,Telfs,39400.0
Bmw,X1,xdrive18d,2016,188088,111.0,Diesel,Suv,Silver,Automatic,6,Austria,Salzburg,18890.0
Ford,Ranger,2.0 ecoblue,2021,29000,159.0,Diesel,Pickup,White,Automatic,6,Austria,Wien,44990.0
Volvo,S60,2.0,2016,75000,89.0,Diesel,Sedan,Silver,Manual,6,Austria,Steyr,16990.0
Jeep,Grand Cherokee,3.0 crd,2015,162700,141.0,Diesel,Suv,Black,Automatic,6,Austria,Salzburg,24990.0
Volkswagen,Cc,2.0,2008,300000,104.0,Diesel,Sedan,Gray,Manual,4,Austria,Salzburg,7900.0
Land Rover,Evoque,2.0,2020,84447,111.0,Diesel,Suv,Gray,Automatic,6,Belgium,Mons,35990.0
Audi,A1,1.0 25 tfsi,2022,40244,70.0,Petrol,Mini,Gray,Automatic,6,Belgium,Genk,23990.0
Audi,A1,1.0 25 tfsi,2022,36854,70.0,Petrol,Mini,Gray,Automatic,6,Belgium,Genk,23990.0
Ford,Kuga,1.5,2019,60820,111.0,Petrol,Suv,Black,Manual,6,Belgium,Rotselaar,19990.0
Audi,Q2,1.5 35 tfsi,2021,41442,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Genk,33500.0
Volvo,V60,2.0 t4,2021,56044,141.0,Petrol,Wagon,Gray,Automatic,6,Belgium,Rotselaar,37777.0
Ford,Focus,1.0 st,2021,26648,93.0,Petrol,Hatchback,Gray,Manual,6,Belgium,Boortmeerbeek,23725.0
Mercedes Benz,Eqe,amg43,2022,19744,354.0,Electric,Sedan,White,Automatic,6,Belgium,Huy,78990.0
Nissan,X-Trail,1.3,2018,83257,121.0,Petrol,Suv,White,Manual,6,Belgium,Keerbergen,20390.0
Volkswagen,Tiguan,1.5,2024,9,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Tournai,46990.0
Ford,Galaxy,1.5,2019,71065,123.0,Petrol,Mpv,Gray,Automatic,6,Belgium,Boortmeerbeek,26800.0
Land Rover,Defender,3.0,2021,36406,185.0,Diesel,Suv,Bronse,Automatic,6,Belgium,Kalmthout,81250.0
Mercedes Benz,C-Class,250 d,2014,153255,152.0,Diesel,Wagon,Black,Automatic,6,Belgium,Zwevegem,22990.0
Jaguar,F-Pace,2.0,2018,82298,133.0,Diesel,Crossover,Black,Automatic,6,Belgium,Turnhout,26950.0
Peugeot,508,1.6,2021,54503,167.0,Petrol,Sedan,Gray,Automatic,6,Belgium,Turnhout,28990.0
Land Rover,Defender,2.0,2020,46032,178.0,Diesel,Suv,Bronse,Automatic,6,Belgium,Halen,64990.0
Audi,A1,1.0 25 tfsi,2022,40949,70.0,Petrol,Mini,Gray,Automatic,6,Belgium,Overpelt,22990.0
Audi,A1,1.0 25 tfsi,2022,24571,70.0,Petrol,Mini,Black,Automatic,6,Belgium,Tongeren,28500.0
Porsche,Macan,3.0,2017,69789,157.0,Diesel,Suv,Gray,Automatic,6,Belgium,Andenne,39999.0
Porsche,Macan,3.0,2017,65652,253.0,Petrol,Suv,Black,Automatic,6,Belgium,Brugge,44995.0
Audi,Q8,3.0,2022,33996,344.0,Diesel,Suv,White,Automatic,6,Belgium,Hasselt,79990.0
Audi,A1,1.0 30 tfsi,2020,30471,86.0,Petrol,Mini,Black,Automatic,6,Belgium,Genk,24500.0
Land Rover,Range Rover,3.0,2018,89281,192.0,Diesel,Suv,Black,Automatic,6,Belgium,Brugge,61995.0
Hyundai,Tucson,1.6 gdi,2024,5,111.0,Petrol,Suv,Blue,Automatic,6,Belgium,Hamme,35749.0
Audi,Q2,2.0,2020,77800,150.0,Diesel,Crossover,Gray,Automatic,6,Belgium,Oostkamp,24990.0
Audi,A5,2.0 40 tdi,2023,28427,152.0,Diesel,Sedan,Black,Automatic,6,Belgium,Tongeren,44990.0
Audi,A5,2.0 40 tdi,2023,27356,152.0,Diesel,Sedan,Black,Automatic,6,Belgium,Hasselt,45500.0
Hyundai,Tucson,1.6 t-gdi,2019,78252,131.0,Petrol,Suv,Gray,Manual,6,Belgium,Kuurne,21490.0
Cupra,Formentor,1.5,2024,10,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Genk,33990.0
Volvo,Xc60,2.0,2022,21262,146.0,Petrol,Crossover,Black,Manual,6,Belgium,Rotselaar,47782.0
Audi,Rs4,2.9,2019,26800,450.0,Petrol,Wagon,Gray,Automatic,6,Belgium,Brugge,75900.0
Mazda,Cx-5,2.0,1998,5000,123.0,Petrol,Crossover,Black,Automatic,2,Belgium,Halen,39790.0
Audi,A4,2.0,2023,16500,152.0,Petrol,Wagon,Black,Automatic,6,Belgium,Genk,45500.0
Nissan,Qashqai,1.3,2022,18850,104.0,Petrol,Crossover,Blue,Manual,6,Belgium,Keerbergen,28999.0
Bmw,X7,40d xdrive,2023,35551,253.0,Diesel,Suv,Black,Automatic,6,Belgium,Kortrijk,92950.0
Nissan,X-Trail,1.3,2021,66435,119.0,Petrol,Suv,Bronse,Automatic,6,Belgium,Keerbergen,29999.0
Porsche,Taycan,4s,2021,16705,425.0,Electric,Sedan,Black,Automatic,6,Belgium,Houthalen Helchteren,129999.0
Porsche,911,3.0,2019,17701,335.0,Petrol,Coupe,Black,Automatic,6,Belgium,Kuurne,129995.0
Audi,A6,2.0 tdi,2019,70000,204.0,Diesel,Sedan,Black,Automatic,6,Belgium,Oostkamp,31990.0
Peugeot,308,1.2 vti,2019,95482,96.0,Petrol,Wagon,White,Manual,6,Belgium,Peruwelz,11990.0
Ford,Focus,2.3 ecoboost,2020,21200,208.0,Petrol,Wagon,Orange,Automatic,6,Belgium,Machelen,30950.0
Ford,S-Max,2.0,2018,111949,89.0,Diesel,Mpv,Black,Manual,6,Belgium,Brugge,17495.0
Ford,S-Max,2.0,2018,106409,111.0,Diesel,Mpv,Blue,Automatic,6,Belgium,Brugge,19995.0
Audi,Rsq8,4.0,2023,11250,447.0,Petrol,Suv,Silver,Automatic,6,Belgium,Wevelgem,141000.0
Audi,Tt,2.0 tfsi,2017,62000,231.0,Petrol,Coupe,Black,Automatic,6,Belgium,Oostkamp,39990.0
Audi,A3,2.0,2021,81242,86.0,Diesel,Sedan,Gray,Automatic,6,Belgium,Tongeren,27990.0
Renault,Kadjar,1.6,2016,154758,96.0,Diesel,Suv,Silver,Automatic,6,Belgium,Sint Gillis Waas,15990.0
Land Rover,Discovery,3.0,2024,3500,223.0,Diesel,Suv,Gray,Automatic,6,Belgium,Merelbeke,89990.0
Volvo,Xc90,2.0,2022,21900,340.0,Petrol,Suv,Blue,Automatic,6,Belgium,Sint Niklaas,80900.0
Honda,Hr-V,1.5,2020,11636,96.0,Petrol,Crossover,White,Automatic,6,Belgium,Vilvoorde,23990.0
Porsche,991,3.8,2013,158556,297.0,Petrol,Coupe,Blue,Automatic,5,Belgium,Merchtem,69999.0
Land Rover,Range Rover Velar,5.0,2020,40607,410.0,Petrol,Suv,Black,Automatic,6,Belgium,Rotselaar,76855.0
Land Rover,Range Rover,3.0,2013,216829,192.0,Diesel,Suv,Blue,Automatic,5,Belgium,Brugge,25995.0
Porsche,Panamera,4.0,2020,99263,500.0,Hybrid,Sedan,Gray,Automatic,6,Belgium,Brugge,89995.0
Mini,Cooper,1.6 s,2018,67854,143.0,Petrol,Hatchback,Gray,Automatic,6,Belgium,Geel,22995.0
Porsche,991,3.8,2015,50203,320.0,Petrol,Coupe,Black,Automatic,6,Belgium,Halen,116990.0
Porsche,Macan,2.0,2018,29800,187.0,Petrol,Suv,Gray,Automatic,6,Belgium,Hoeselt,49990.0
Opel,Zafira,2.0,2021,93828,131.0,Diesel,Mpv,Black,Automatic,6,Belgium,Roeselare,31900.0
Audi,Q5,2.0,2019,51343,141.0,Diesel,Suv,White,Automatic,6,Belgium,Overpelt,36500.0
Audi,Rs6,4.0,2021,58000,447.0,Petrol,Wagon,Gray,Automatic,6,Belgium,Maldegem,119900.0
Audi,Q2,1.5,2023,15990,111.0,Petrol,Crossover,Gray,Automatic,6,Belgium,Herent,37990.0
Porsche,Macan,2.0,2017,59521,187.0,Petrol,Suv,Gray,Automatic,6,Belgium,Brugge,43995.0
Opel,Zafira,2.0,2020,70881,131.0,Diesel,Mpv,Orange,Automatic,6,Belgium,Ardooie,45795.0
Audi,A3,1.0,2019,56000,86.0,Petrol,Sedan,White,Automatic,6,Belgium,Gembloux,23790.0
Audi,Q7,3.0,2017,207020,162.0,Diesel,Suv,Black,Automatic,6,Belgium,Sint Niklaas,29990.0
Volkswagen,Cc,1.4,2017,112607,111.0,Petrol,Sedan,Black,Automatic,6,Belgium,Zedelgem,18950.0
Saic,Marvel R,electro,2023,50,214.0,Electric,Crossover,Black,Automatic,6,Belgium,Tielt Winge,40700.0
Saic,Marvel R,electro,2023,50,81.0,Electric,Crossover,White,Automatic,6,Belgium,Tielt Winge,40200.0
Land Rover,Discovery,2.0,2020,29830,179.0,Diesel,Suv,Black,Automatic,6,Belgium,Brugge,43995.0
Mazda,Cx-5,2.0,2023,1,121.0,Petrol,Crossover,Black,Automatic,6,Belgium,Halen,41299.0
Mazda,Cx-5,2.0,1998,4,121.0,Petrol,Crossover,Black,Automatic,2,Belgium,Turnhout,41830.0
Porsche,Taycan,4s,2021,51191,324.0,Electric,Sedan,Silver,Automatic,6,Belgium,Wommelgem,82999.0
Audi,A1,1.0,2021,33000,86.0,Petrol,Mini,Gray,Automatic,6,Belgium,Brugge,26990.0
Porsche,Macan,3.0,2016,58237,268.0,Petrol,Suv,Gray,Automatic,6,Belgium,Geel,58990.0
Audi,Q8,3.0,2022,23000,253.0,Diesel,Suv,Gray,Automatic,6,Belgium,Mol,97500.0
Mazda,Cx-60,2.5,2024,8000,243.0,Hybrid,Suv,Black,Automatic,6,Belgium,Sint Truiden,54950.0
Mazda,Cx-60,2.5,2023,8000,243.0,Hybrid,Suv,Beige,Automatic,6,Belgium,Halen,54950.0
Audi,Q2,1.5,2021,40000,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Brugge,32990.0
Mercedes Benz,Eqc,400,2021,11018,304.0,Electric,Suv,Black,Automatic,6,Belgium,Tielt,53975.0
Mercedes Benz,G-Class,350,2013,99510,157.0,Diesel,Suv,Black,Automatic,5,Belgium,Izegem,69950.0
Audi,Tt,2.0 tfsi,2022,13950,182.0,Petrol,Coupe,Gray,Automatic,6,Belgium,Genk,49990.0
Audi,Tt,2.0 tfsi,2022,5821,146.0,Petrol,Coupe,Blue,Automatic,6,Belgium,Tienen,39990.0
Audi,Tt,2.5,2021,9371,298.0,Petrol,Coupe,Green,Automatic,6,Belgium,Bredene,69990.0
Peugeot,5008,2.0 hdi,2018,62604,131.0,Diesel,Mpv,Gray,Automatic,6,Belgium,Vilvoorde,27490.0
Porsche,Macan,2.0,2022,7000,197.0,Petrol,Suv,Gray,Automatic,6,Belgium,Maldegem,81990.0
Audi,A7,3.0,2020,34000,213.0,Diesel,Sedan,Gray,Automatic,6,Belgium,Brugge,69990.0
Mclaren,Gt,4.0,2023,2850,462.0,Petrol,Coupe,Blue,Automatic,6,Belgium,Waterloo,211750.0
Mclaren,Gt,4.0,2023,10,462.0,Petrol,Coupe,Beige,Automatic,6,Belgium,Waterloo,220000.0
Mclaren,Gt,4.0,2023,10,462.0,Petrol,Coupe,Gray,Automatic,6,Belgium,Waterloo,215000.0
Audi,A5,2.0,2023,14900,121.0,Diesel,Sedan,Black,Automatic,6,Belgium,Brugge,48093.0
Maserati,Ghibli,3.0,2015,72728,305.0,Petrol,Coupe,White,Automatic,6,Belgium,Izegem,36490.0
Jaguar,F-Pace,2.0,2019,111378,134.0,Diesel,Crossover,Gray,Automatic,6,Belgium,Ternat,28507.0
Audi,Sq7,4.0,2021,27750,378.0,Diesel,Suv,Black,Automatic,6,Belgium,Oostkamp,96990.0
Cupra,Formentor,1.5,2023,22437,111.0,Petrol,Crossover,Gray,Automatic,6,Belgium,Hasselt,36990.0
Bmw,X4,m40i,2019,83695,263.0,Petrol,Suv,Black,Automatic,6,Belgium,Kuurne,43890.0
Mclaren,Gt,4.0,2022,3880,462.0,Petrol,Coupe,Green,Automatic,6,Belgium,Waterloo,198077.0
Ford,Ranger,2.0,2024,15,152.0,Diesel,Pickup,Gray,Automatic,6,Belgium,Rotselaar,49973.0
Mercedes Benz,Amg Gt,4.0 r,2021,5585,436.0,Petrol,Hatchback,Blue,Automatic,6,Belgium,Halen,288990.0
Volkswagen,T-Roc,1.5 tsi,2020,23889,110.0,Petrol,Convertible,Red,Automatic,6,Belgium,Brugge,28495.0
Opel,Astra,1.4 d,2019,80557,111.0,Petrol,Wagon,Silver,Automatic,6,Belgium,Sint Gillis Waas,20990.0
Audi,A5,2.0,2021,15171,121.0,Diesel,Sedan,Black,Automatic,6,Belgium,Tienen,41990.0
Volvo,Xc60,2.0,2021,35800,254.0,Petrol,Crossover,Gray,Automatic,6,Belgium,Dendermonde,52900.0
Porsche,Macan,3.0 s,2016,127795,250.0,Petrol,Suv,Silver,Automatic,6,Belgium,Brugge,33995.0
Audi,Q2,1.0,2018,59815,86.0,Petrol,Crossover,Black,Manual,6,Belgium,Genk,20990.0
Nissan,X-Trail,1.6,2000,30000,96.0,Diesel,Suv,Green,Manual,3,Belgium,Sint Gillis Waas,18990.0
Ford,Focus,1.0 ecoboost,2021,23840,93.0,Petrol,Hatchback,Purple,Automatic,6,Belgium,Sint Gillis Waas,22990.0
Nissan,X-Trail,1.7,2020,52369,111.0,Diesel,Suv,White,Automatic,6,Belgium,Keerbergen,22966.0
Jaguar,E-Pace,2.0,2018,94478,134.0,Petrol,Suv,Black,Automatic,6,Belgium,Rotselaar,28850.0
Jaguar,E-Pace,2.0,2018,94478,134.0,Petrol,Suv,Black,Automatic,6,Belgium,Boortmeerbeek,26850.0
Volkswagen,Golf,2.0 gti,2020,34596,182.0,Petrol,Wagon,Black,Automatic,6,Belgium,Halen,27990.0
Mercedes Benz,C-Class,220,2022,24401,149.0,Diesel,Wagon,Gray,Automatic,6,Belgium,Hannut,47900.0
Tesla,Model X,electro,2016,180000,575.0,Electric,Suv,Red,Automatic,6,Belgium,Harelbeke,49995.0
Land Rover,Range Rover Sport,3.0,2016,199504,215.0,Diesel,Suv,Blue,Automatic,6,Belgium,Brugge,21995.0
Alfa Romeo,Stelvio,2.0,2021,21523,208.0,Petrol,Crossover,Blue,Automatic,6,Belgium,Roeselare,43500.0
Hyundai,Tucson,1.7 crdi,2015,95907,85.0,Diesel,Suv,Silver,Manual,6,Belgium,Sint Gillis Waas,18490.0
Audi,Q5,2.0,2021,30000,152.0,Diesel,Suv,Gray,Automatic,6,Belgium,Maldegem,54990.0
Audi,A4,2.0,2020,47140,141.0,Diesel,Wagon,Silver,Automatic,6,Belgium,Sint Gillis Waas,37990.0
Audi,A3,1.0,2023,7772,82.0,Petrol,Sedan,Blue,Automatic,6,Belgium,Genk,35990.0
Renault,Kadjar,1.5,2020,70852,86.0,Diesel,Suv,Black,Manual,6,Belgium,Turnhout,20750.0
Peugeot,508,1.5,2023,30445,96.0,Diesel,Sedan,Black,Automatic,6,Belgium,Sint Niklaas,36999.0
Peugeot,5008,1.5,2022,25500,96.0,Diesel,Mpv,White,Automatic,6,Belgium,Arlon,38990.0
Audi,Rs6,4.0,2021,3900,600.0,Petrol,Wagon,Red,Automatic,6,Belgium,Brugge,139900.0
Land Rover,Range Rover Sport,3.0,2021,59900,185.0,Diesel,Suv,Gray,Automatic,6,Belgium,Thuin,63900.0
Audi,Q3,1.5 35 tfsi,2023,28471,111.0,Petrol,Crossover,White,Automatic,6,Belgium,Tongeren,42500.0
Audi,Q5,2.0,2023,32,121.0,Diesel,Suv,Gray,Automatic,6,Belgium,Overpelt,52990.0
Volkswagen,Tiguan,1.5,2022,27103,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Ternat,37999.0
Land Rover,Discovery Sport,2.0,2019,55342,111.0,Diesel,Suv,Gray,Manual,6,Belgium,Turnhout,22650.0
Peugeot,5008,1.5,2021,55111,97.0,Diesel,Mpv,Silver,Manual,6,Belgium,Brugge,25995.0
Peugeot,5008,1.2,2021,29729,96.0,Petrol,Mpv,Blue,Manual,6,Belgium,Ath,28980.0
Land Rover,Defender,2.0,2021,22979,179.0,Diesel,Suv,Silver,Automatic,6,Belgium,Turnhout,74990.0
Audi,A1,1.5,2023,13600,111.0,Petrol,Mini,Black,Automatic,6,Belgium,Brugge,33800.0
Land Rover,Range Rover,4.4,2013,148956,253.0,Diesel,Suv,Beige,Automatic,5,Belgium,Andenne,34999.0
Jeep,Compass,1.6,2022,32765,97.0,Diesel,Crossover,Blue,Manual,6,Belgium,Roeselare,28250.0
Audi,Q3,1.5,2022,36536,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Hasselt,39990.0
Jaguar,F-Pace,2.0,2018,74015,179.0,Diesel,Crossover,White,Automatic,6,Belgium,Izegem,33975.0
Peugeot,5008,1.2,2020,58147,97.0,Petrol,Mpv,Gray,Manual,6,Belgium,Tielt,24975.0
Audi,Q2,1.5 35 tfsi,2023,27990,111.0,Petrol,Crossover,White,Automatic,6,Belgium,Geraardsbergen,36990.0
Opel,Insignia,1.5,2021,30500,90.0,Petrol,Wagon,Gray,Manual,6,Belgium,Zedelgem,24995.0
Audi,Rs6,4.0 tfsi quattro tiptronic,2022,20420,447.0,Petrol,Wagon,Black,Automatic,6,Belgium,Ternat,139999.0
Audi,Q3,1.4,2021,43282,182.0,Petrol,Crossover,Black,Automatic,6,Belgium,Tongeren,40990.0
Hyundai,Tucson,1.6,2021,47533,101.0,Diesel,Suv,Blue,Manual,6,Belgium,Veurne,26500.0
Audi,A3,1.0,2019,55000,86.0,Petrol,Sedan,Blue,Manual,6,Belgium,Leuze En Hainaut,21990.0
Volkswagen,Tiguan,1.5,2020,68050,111.0,Petrol,Crossover,White,Automatic,6,Belgium,Oostkamp,30990.0
Volkswagen,Tiguan,1.5 tsi,2020,47278,111.0,Petrol,Crossover,Gray,Automatic,6,Belgium,Herk De Stad,30990.0
Peugeot,2008,1.2 puretech,2023,50,97.0,Petrol,Crossover,White,Manual,6,Belgium,Tielt Winge,27500.0
Audi,Q2,2.0 30 tdi,2022,32001,86.0,Diesel,Crossover,Gray,Automatic,6,Belgium,Tienen,28500.0
Audi,Q2,2.0 30 tdi,2022,29703,86.0,Diesel,Crossover,Gray,Automatic,6,Belgium,Herent,27990.0
Volkswagen,Polo,1.0 tsi dsg,2021,33294,70.0,Petrol,Hatchback,Black,Automatic,6,Belgium,Genk,19990.0
Porsche,Taycan,4s,2021,7500,425.0,Electric,Sedan,Black,Automatic,6,Belgium,Knokke,111500.0
Peugeot,208,1.2,2020,23695,75.0,Petrol,Wagon,Black,Automatic,6,Belgium,Kuurne,20990.0
Volvo,V60,2.0,2022,14117,146.0,Diesel,Wagon,Black,Automatic,6,Belgium,Kortrijk,44950.0
Citroen,C4,1.2,2023,15024,96.0,Petrol,Hatchback,Gray,Manual,6,Belgium,Waremme,25690.0
Opel,Mokka,1.2,2022,15309,75.0,Petrol,Crossover,Black,Manual,6,Belgium,Diksmuide,20950.0
Bmw,8 Series,830ci,2021,63998,248.0,Petrol,Coupe,Black,Automatic,6,Belgium,Genk,65750.0
Audi,Rs6,4.0 tfsi quattro tiptronic,2018,97702,417.0,Petrol,Wagon,Black,Automatic,6,Belgium,Brugge,64990.0
Ford,Kuga,1.5,2022,3975,111.0,Petrol,Suv,Gray,Manual,6,Belgium,Vilvoorde,36990.0
Hyundai,Tucson,1.6 gdi,2024,4,111.0,Petrol,Suv,Green,Automatic,6,Belgium,Hamme,37098.0
Bmw,X5,40i,2019,75000,253.0,Petrol,Suv,Black,Automatic,6,Belgium,Kuurne,49995.0
Audi,A6,2.0 tdi,2022,39990,121.0,Diesel,Wagon,Black,Automatic,6,Belgium,Tournai,59490.0
Audi,Q3,1.5,2023,5614,111.0,Petrol,Crossover,Black,Automatic,6,Belgium,Antwerpen,43999.0
Audi,Q3,2.0,2022,9486,111.0,Diesel,Crossover,Gray,Automatic,6,Belgium,Tienen,44990.0
Audi,Q3,1.4,2021,5717,180.0,Petrol,Crossover,Blue,Automatic,6,Belgium,Blegny,43990.0
Opel,Mokka,1.2,2021,28243,75.0,Petrol,Crossover,Gray,Manual,6,Belgium,Diksmuide,19950.0
Peugeot,5008,1.2,2018,46001,96.0,Petrol,Mpv,Blue,Manual,6,Belgium,Wevelgem,21490.0
Kia,Ceed,1.4,2020,32501,104.0,Petrol,Hatchback,Gray,Automatic,6,Belgium,Kuurne,21990.0
Volvo,S90,2.0,1969,11600,340.0,Petrol,Sedan,Black,Automatic,1,Belgium,Antwerpen,64950.0
Ford,S-Max,2.0,2023,25681,141.0,Diesel,Mpv,Black,Automatic,6,Belgium,Rotselaar,39770.0
Audi,Q3,1.5 35 tfsi,2019,49443,111.0,Petrol,Crossover,White,Automatic,6,Belgium,Overpelt,29990.0
Volkswagen,Tiguan,1.4 tsi,2018,97971,93.0,Petrol,Crossover,Gray,Manual,6,Belgium,Brugge,18995.0
