Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Opel,Movano,2.3,2019,Diesel,Van,White,NA,Manual,https://www.leasingsh.ro/opel-movano-2019-OPE49039.html,6,22491,180400,108.0,Romania
Ford,Edge,2.0,2017,Diesel,Suv,White,NA,Automatic,https://www.leasingsh.ro/ford-edge-2017-FOR49136.html,6,23450,162523,156.0,Romania
Renault,Kangoo,1.5 dCi,2020,Diesel,Pickup,White,NA,Manual,https://www.leasingsh.ro/renault-kangoo-frigorific-2020-REN49046.html,6,14161,179400,70.0,Romania
Volkswagen,Touareg,3.0 TDI,2019,Diesel,Suv,Black,NA,Automatic,https://www.leasingsh.ro/volkswagen-touareg-2019-VOL53983.html,6,44799,56371,213.0,Romania
Toyota,Auris,1.8,2016,Hybrid,Hatchback,Black,NA,Automatic,https://www.leasingsh.ro/toyota-auris-2016-TOY53557.html,6,11000,259206,73.0,Romania
Land Rover,Range Rover Sport,2.0,2019,Petrol,Suv,White,NA,Automatic,https://www.leasingsh.ro/land-rover-range-rover-sport-2019-LAN53566.html,6,46999,64258,223.0,Romania
Renault,Captur,1.6,2021,Hybrid,Suv,Blue,NA,Automatic,https://www.leasingsh.ro/renault-captur-2021-REN53833.html,6,18860,60836,68.0,Romania
Mercedes Benz,Gle-Class,400,2020,Diesel,Suv,Black,NA,Automatic,https://www.leasingsh.ro/mercedes-benz-gle-400-2020-MER53896.html,6,73989,43420,246.0,Romania
Mercedes Benz,E-Class,300,2019,Petrol,Convertible,Gray,NA,Automatic,https://www.leasingsh.ro/mercedes-benz-e-300-2019-MER54091.html,6,44901,7161,182.0,Romania
Cupra,Formentor,2.0,2022,Petrol,Crossover,Green,NA,Automatic,https://www.leasingsh.ro/cupra-formentor-2022-CUP53927.html,6,35438,45000,231.0,Romania
Seat,Leon,1.2 TSI,2018,Petrol,Hatchback,Gray,NA,Manual,https://www.leasingsh.ro/seat-leon-2018-SEA51631.html,6,13990,49061,82.0,Romania
