Price,Make,Model,Trim,Mi,Year,Fuel type,Body type,Color,City,Power,Transmission,Contact
"21,980 EUR",Nissan,Juke,1.0 DIG-T,783 km,2021,Petrol,Crossover,Gray,Tours,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-design-dct-20215-550268/
"21,990 EUR",Nissan,Juke,1.0 DIG-T,751 km,2021,Petrol,Crossover,Red,Tours,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-connecta-20215-740954/
"23,990 EUR",Nissan,Juke,1.0,735 km,2021,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-enigma-dct-2021-643692/
"18,990 EUR",Nissan,Juke,1.0 DIG-T,697 km,2021,Petrol,Crossover,Black,Tours,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-connecta-2021-716046/
"18,490 EUR",Nissan,Juke,1.0 DIG-T,650 km,2021,Petrol,Crossover,Black,Tours,85 kW (116 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-connecta-2021-735187/
"22,990 EUR",Nissan,Juke,1.0,184 km,2021,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-n-design-dct-2021-679014/
"23,990 EUR",Nissan,Juke,1.0,100 km,2021,Petrol,Crossover,Gray,Tours,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-enigma-dct-2021-661964/
"21,990 EUR",Nissan,Juke,1.0,100 km,2021,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-enigma-dct-2021-646864/
"18,990 EUR",Nissan,Juke,1.0 DIG-T,100 km,2021,Petrol,Crossover,White,Le Blanc,85 kW (116 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-juke-10-dig-t-114ch-enigma-dct-2021-747390/
"22,480 EUR",Opel,Mokka,1.2,"15,785 km",2021,Petrol,Crossover,Gray,Saint-Germain-en-Laye,95 kW (129 HP),Automatic,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00001314_VO023462
"17,490 EUR",Opel,Grandland X,1.5,"78,813 km",2018,Diesel,Suv,Red,Beauvais,96 kW (131 HP),Manual,https://fr.renew.auto/achat-vehicules-occasions/detail.html?productId=VEH_00000862_VO039546
"41,190 EUR",Toyota,C-Hr,1.8,985 km,2024,Hybrid,Suv,Blue,Tours,73 kW (99 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-18-140ch-collection-688455/
"45,490 EUR",Toyota,C-Hr,2.0,0 km,2024,Hybrid,Suv,Red,Tours,113 kW (154 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-20-200ch-gr-sport-premiere-awd-i-705793/
"43,900 EUR",Toyota,C-Hr,2.0,0 km,2024,Hybrid,Suv,Yellow,Tours,113 kW (154 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-20-200ch-collection-premiere-695453/
"41,690 EUR",Toyota,C-Hr,2.0,0 km,2024,Hybrid,Suv,White,Le Blanc,113 kW (154 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-20-200ch-gr-sport-688454/
"40,490 EUR",Toyota,C-Hr,1.8,0 km,2024,Hybrid,Suv,Blue,Tours,73 kW (99 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-18-140ch-collection-695170/
"31,290 EUR",Toyota,C-Hr,1.8,875 km,2023,Hybrid,Suv,Gray,Tours,73 kW (99 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-18-hybride-122ch-design-ultimate-e-cvt-654205/
"35,990 EUR",Toyota,C-Hr,2.0,0 km,2023,Hybrid,Suv,Gray,Tours,113 kW (154 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-toyota-c-hr-20-hybride-184ch-gr-sport-e-cvt-688442/
"26,990 EUR",Hyundai,Kona,1.6 Hybrid GDi,568 km,2022,Hybrid,Crossover,Gray,Tours,78 kW (106 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-hyundai-kona-16-gdi-hybrid-141ch-executive-dct-6-euro6d-t-evap-706142/
"18,990 EUR",Hyundai,Kona,1.6 CRDi,84 km,2020,Diesel,Crossover,Blue,Tours,101 kW (137 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-hyundai-kona-16-crdi-136ch-creative-dct-7-euro6d-t-evap-642542/
"84,990 EUR",Bmw,X7,,32 km,2020,Diesel,Suv,Black,Le Blanc,298 kW (405 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-bmw-x7-m50da-xdrive-400ch-m-performance-690341/
"46,990 EUR",Volvo,V60,2.0 T8,338 km,2019,Hybrid,Wagon,White,Le Blanc,225 kW (306 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-volvo-v60-t8-twin-engine-303-87ch-r-design-geartronic-16cv-479845/
"56,990 EUR",Land Rover,Range Rover Velar,3.0,341 km,2019,Diesel,Suv,Gray,Tours,223 kW (303 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-land-rover-range-rover-velar-30d-v6-300ch-r-dynamic-awd-bva-635849/
"25,900 EUR",Nissan,X-Trail,1.7 dci,995 km,2020,Diesel,Suv,Brown,Tours,111 kW (151 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-x-trail-dci-150ch-tekna-2020-753385/
"22,990 EUR",Nissan,X-Trail,1.3,692 km,2020,Petrol,Suv,Blue,Tours,119 kW (162 HP),Automatic,https://occasion.autoplus.fr/voiture-occasion-nissan-x-trail-dig-t-160ch-n-connecta-dct-euro6d-t-646821/
"22,990 EUR",Nissan,X-Trail,1.7 dci,558 km,2020,Diesel,Suv,Brown,Tours,111 kW (151 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-x-trail-dci-150ch-tekna-euro6d-t-745846/
"24,990 EUR",Nissan,X-Trail,1.7 dci,7 km,2020,Diesel,Suv,Gray,Tours,111 kW (151 HP),Manual,https://occasion.autoplus.fr/voiture-occasion-nissan-x-trail-dci-150ch-n-connecta-euro6d-t-712412/
