Make,Model,Trim,Year,Fuel type,Body type,Color,City,Transmission,Contact,Emission standard,Price(EUR),Mileage(km),kW,Country
Citroen,C3,1.2 puretech,2019,Petrol,Hatchback,Gray,Granollers,Manual,https://coches.km77.com/citroen/c3/en-barcelona/2347186/se-vende-citroen-c3-puretech-81kw-110cv-ss-shine-2019-12500-eur,6,12500,51634,110.0,Spain
Seat,Ateca,1.5 tsi,2019,Petrol,Suv,White,San Sebastián De Los Reyes,Automatic,https://coches.km77.com/seat/ateca/en-madrid/2356953/se-vende-seat-ateca-15-tsi-110kw-150cv-dsg-stsp-style-2019-19990-eur,6,19990,64847,150.0,Spain
Cupra,Formentor,1.5 tsi,2022,Petrol,Crossover,Gray,Sabadell,Automatic,https://coches.km77.com/cupra/formentor/en-barcelona/2343770/se-vende-cupra-formentor-15-tsi-110kw-150-cv-dsg-2022-29900-eur,6,29900,8093,111.0,Spain
Citroen,C4 Cactus,1.2,2020,Diesel,Hatchback,White,Valladolid,Manual,https://coches.km77.com/citroen/c4-cactus/en-navarra/2377222/se-vende-citroen-c4-cactus-feel-2020-13490-eur,6,13490,98350,102.0,Spain
Citroen,C4 Cactus,1.2,2020,Petrol,Hatchback,White,Pontevedra,Manual,https://coches.km77.com/citroen/c4-cactus/en-coruna/2391391/se-vende-citroen-c4-cactus-puretech-110-ss-feel-2020-17990-eur,6,17990,46414,110.0,Spain
Audi,Q7,3.0,2012,Diesel,Suv,Blue,Parla,Semi Automatic,https://coches.km77.com/audi/q7/en-madrid/2382161/se-vende-audi-q7-30-tdi-204cv-quattro-tiptronic-advance-2012-21450-eur,5,21450,231355,204.0,Spain
Mercedes Benz,Gla-Class,180,2020,Petrol,Suv,Black,Santiago De Compostela,Automatic,https://coches.km77.com/mercedes-benz/gla/en-coruna/2351702/se-vende-mercedes-benz-gla-gla-180-2020-30900-eur,6,30900,73435,101.0,Spain
Mercedes Benz,Gla-Class,200,2020,Petrol,Suv,White,San Sebastián De Los Reyes,Automatic,https://coches.km77.com/mercedes-benz/gla/en-madrid/2351703/se-vende-mercedes-benz-gla-gla-200-2020-30900-eur,6,30900,68233,116.0,Spain
Mercedes Benz,Gla-Class,200,2020,Petrol,Suv,Gray,San Fernando De Henares,Automatic,https://coches.km77.com/mercedes-benz/gla/en-coruna/2337749/se-vende-mercedes-benz-gla-gla-200-2020-45900-eur,6,45900,45625,121.0,Spain
Renault,Clio,0.9 tce,2019,Petrol,Sedan,Gray,Valencia,Manual,https://coches.km77.com/renault/clio/en-valencia/2321522/se-vende-renault-clio-limited-tce-66-kw-90-cv-2019-11895-eur,6,11895,68074,89.0,Spain
Citroen,Berlingo,1.5 bluehdi,2020,Diesel,Van,Blue,San Sebastián De Los Reyes,Manual,https://coches.km77.com/citroen/berlingo/en-madrid/2349763/se-vende-citroen-berlingo-talla-xl-bluehdi-130-ss-6v-shine-2020-20990-eur,6,20990,117869,130.0,Spain
Mitsubishi,Asx,2.0,2020,Petrol,Crossover,Blue,Tijarafe,Manual,https://coches.km77.com/mitsubishi/asx/en-las-palmas/2321928/se-vende-mitsubishi-asx-200-mpi-spirit-2020-17995-eur,6,17995,96408,111.0,Spain
Bmw,X3,sDrive18d,2018,Diesel,Suv,Black,Madrid,Automatic,https://coches.km77.com/bmw/x3/en-madrid/2361445/se-vende-bmw-x3-sdrive18d-2018-29990-eur,6,29990,53717,243.0,Spain
Fiat,Tipo,1.3,2020,Diesel,Hatchback,White,Ademuz,Manual,https://ocasion.neomotor.com/coches-segunda-mano/fiat-tipo-diesel-en-madrid-1772912,6,10850,112995,95.0,Spain
Citroen,C3 Aircross,1.6,2019,Diesel,Suv,Gray,Bormujos,Manual,https://coches.km77.com/citroen/c3-aircross/en-madrid/2374315/se-vende-citroen-c3-aircross-bluehdi-73kw-100cv-ss-shine-2019-12450-eur,6,12450,99000,102.0,Spain
Citroen,C3 Aircross,1.2,2019,Petrol,Suv,Black,Sabadell,Manual,https://segundamano.motorgiga.com/citroen/c3-aircross/en-barcelona/2286422/se-vende-citroen-c3-aircross-puretech-81kw-110cv-ss-shine-2019-15490-eur,6,15490,49820,110.0,Spain
